Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,Close Diff Prev Day,Number of Tweets,average_sentiment
2021-10-01,0.5968709704463455,0.5737762295919299,0.5917652185632569,0.5899632309529246,0.5980962957744176,51094200,TSLA,-0.003244869413944596,94.0,0.23360531914893617
2021-10-04,0.6409431640674776,0.6367117463892821,0.6227164196183144,0.6053322404597211,0.6135084234085173,91449900,TSLA,0.15149067298944524,119.0,0.13407899159663864
2021-10-05,0.6124545146769167,0.6134983564015917,0.6179738149660345,0.6030425653557944,0.6112123245657952,55297800,TSLA,-0.01926135681991266,88.0,0.08550227272727273
2021-10-06,0.5915140923051807,0.5879060518853875,0.61555287226812,0.608303599814969,0.6164881189841889,43898400,TSLA,0.053750818935100586,78.0,0.21946282051282048
2021-10-07,0.6140615779731704,0.6319778984853651,0.6406499390349378,0.634755054930174,0.6430137842954712,57587400,TSLA,0.25865324622768154,137.0,0.19317883211678832
2021-10-08,0.6402369388406935,0.611263545786394,0.6345486207205309,0.6149772847042458,0.6231805270575792,50215800,TSLA,-0.18836385824674762,90.0,0.22215666666666667
2021-10-11,0.6193939346536376,0.6229422923764409,0.6458866827549822,0.6306874702656948,0.6389347879239914,42600900,TSLA,0.1547897014923308,95.0,0.20568631578947366
2021-10-12,0.65172981707379,0.6495681799057882,0.6732314598348561,0.6642507879473989,0.6725922683039408,66060000,TSLA,0.32742195667950497,115.0,0.1937295652173913
2021-10-13,0.6749592285735831,0.6569935696327405,0.695981535545068,0.6773058164115777,0.6856839229657296,42360300,TSLA,0.12911545259916637,87.0,0.16159080459770114
2021-10-14,0.6871824079017685,0.6686241354800891,0.7146808001121896,0.6949401936222133,0.7033677738474656,36741600,TSLA,0.17339582290418887,107.0,0.16172429906542057
2021-10-15,0.7072705895330378,0.7237980953012849,0.7369123117338683,0.7551253330449508,0.7637217641322084,56773800,TSLA,0.5848437409014118,142.0,0.08691760563380281
2021-10-18,0.7755704516385926,0.80081547424861,0.8088435903189488,0.8210830481459475,0.8298645251956721,72621600,TSLA,0.6406621122025411,148.0,0.2231304054054054
2021-10-19,0.838245703240118,0.8072796620156171,0.8361141904781965,0.8068586536935692,0.8156002238611662,52143300,TSLA,-0.1346650575415162,112.0,0.15783035714285715
2021-10-20,0.8085882598905484,0.7869498779077618,0.8234422925841731,0.8105852851662898,0.8193373104884744,42096300,TSLA,0.03891378943611622,174.0,0.1059919540229885
2021-10-21,0.7858216391886969,0.8602667720860117,0.8187982891322375,0.8792708537791336,0.8882155781226851,94444500,TSLA,0.6670393047533173,180.0,0.18605666666666668
2021-10-22,0.8820013436427082,0.8842972608412435,0.9063904990183298,0.9174619114138786,0.9265137816918646,68642400,TSLA,0.3721702495354598,167.0,0.2108455089820359
2021-10-25,1.015995525507218,1.208755830448912,1.0379022924798427,1.1980012910757951,1.2078402213579063,188556300,TSLA,2.715576274347879,462.0,0.20890454545454548
2021-10-26,1.1965700251547793,1.3287157704116677,1.1792946070929675,1.1823399409853212,1.1921349329715623,187245000,TSLA,-0.14855981229588933,238.0,0.18419369747899159
2021-10-27,1.233021095033104,1.2708984502310474,1.2517693260870353,1.2296649459098978,1.239592709340262,115579500,TSLA,0.4604916661240604,177.0,0.14042429378531074
2021-10-28,1.3027817821250331,1.2952173652493884,1.3096206925157932,1.3250940888201261,1.3352895810153542,81639600,TSLA,0.9256383848265148,125.0,0.1899768
2021-10-29,1.3357750689162913,1.377425322587555,1.3565786093573233,1.415116137314741,1.425564188540879,89755200,TSLA,0.8733540631349546,189.0,0.1419047619047619
2021-11-01,1.489516580529027,1.604608891035853,1.4688476978427272,1.645505211922574,1.656599625260975,168146100,TSLA,2.2306439833921217,261.0,0.21455938697318008
2021-11-02,1.5244823039602797,1.6018214274840246,1.5363821562609892,1.5563842711775808,1.5672286535646234,128213400,TSLA,-0.858883060586232,205.0,0.16648097560975608
2021-11-03,1.568237945093349,1.6181620806813937,1.552734655791873,1.658341039020647,1.669471463581932,103885500,TSLA,0.988757763856558,130.0,0.16490846153846153
