Date,Open,High,Low,Close,Adj Close,Volume,Close Diff Prev Day,Number of Tweets,average_sentiment,Stock Name_AAPL,Stock Name_AMD,Stock Name_AMZN,Stock Name_BA,Stock Name_BX,Stock Name_COST,Stock Name_CRM,Stock Name_DIS,Stock Name_ENPH,Stock Name_F,Stock Name_GOOG,Stock Name_INTC,Stock Name_KO,Stock Name_META,Stock Name_MSFT,Stock Name_NFLX,Stock Name_NIO,Stock Name_NOC,Stock Name_PG,Stock Name_PYPL,Stock Name_TSLA,Stock Name_VZ,Stock Name_XPEV,Stock Name_ZS
2022-01-10,333.3333435,353.0333252,326.6666565,352.706665,352.706665,91815000,10.3866577,150.0,0.1786326666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-01-11,351.2233276,358.6166687,346.2733459,354.7999878,354.7999878,66063300,2.09332280000001,109.0,0.20716880733944953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-01-12,359.6166687,371.6133423,357.5299988,368.7399902,368.7399902,83739000,13.940002400000026,147.0,0.1719904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-01-13,369.6900024,371.8666687,342.1799927,343.8533325,343.8533325,97209900,-24.8866577,156.0,0.1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-01-14,339.9599915,350.6666565,337.793335,349.8699951,349.8699951,72924300,6.016662599999961,163.0,0.22542944785276073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-01-18,342.2033386,356.9299927,338.686676,343.5033264,343.5033264,66743400,-6.366668699999991,99.0,0.150110101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-01-19,347.2366638,351.5566711,331.6666565,331.8833313,331.8833313,75442500,-11.619995099999983,101.0,0.1020930693069307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-01-20,336.5766602,347.2200012,331.3333435,332.0899963,332.0899963,70488600,0.20666499999998678,104.0,0.17703653846153847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-01-21,332.1133423,334.8500061,313.5,314.6333313,314.6333313,103416000,-17.456664999999987,159.0,0.07062389937106918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-01-24,301.5866699,311.1700134,283.8233337,310.0,310.0,151565700,-4.633331300000009,164.0,0.08121646341463415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
